2025-08-03 01:57:03 | INFO | [EdvammFilho | ID: 262962267] → Usuário iniciou com /inicio | Etapa: inicio
2025-08-04 01:50:45 | INFO | [EdvammFilho | ID: 262962267] → Usuário iniciou com /inicio | Etapa: inicio
2025-08-04 01:50:54 | INFO | [EdvammFilho | ID: 262962267] → Clicou em botão: iniciar_trilha | Etapa: inicio
2025-08-04 01:54:05 | INFO | [EdvammFilho | ID: 262962267] → Usuário iniciou com /inicio | Etapa: inicio
2025-08-04 01:54:07 | INFO | [EdvammFilho | ID: 262962267] → Clicou em botão: iniciar_trilha | Etapa: inicio
2025-08-04 01:54:10 | INFO | [EdvammFilho | ID: 262962267] → Clicou em botão: ver_termos | Etapa: inicio
2025-08-04 01:54:21 | INFO | [EdvammFilho | ID: 262962267] → Enviada introdução da jornada | Etapa: etapa1
2025-08-04 01:54:37 | INFO | [EdvammFilho | ID: 262962267] → Clicou em botão: iniciar_trilha | Etapa: inicio
2025-08-04 01:54:40 | INFO | [EdvammFilho | ID: 262962267] → Enviada introdução da jornada | Etapa: etapa1
2025-08-04 01:59:11 | INFO | [EdvammFilho | ID: 262962267] → Usuário iniciou com /inicio | Etapa: inicio
2025-08-04 01:59:15 | INFO | [EdvammFilho | ID: 262962267] → Clicou em botão: ver_termos | Etapa: inicio
2025-08-04 01:59:18 | INFO | [EdvammFilho | ID: 262962267] → Clicou em botão: iniciar_trilha | Etapa: inicio
2025-08-04 01:59:21 | INFO | [EdvammFilho | ID: 262962267] → Enviada introdução da jornada | Etapa: etapa1
2025-08-04 01:59:21 | INFO | [sem_username | ID: N/A] → Enviou pergunta de conhecimento #1: ⏳ Há quanto tempo você conhece criptomoedas? | Etapa: etapa1
2025-08-04 02:08:07 | INFO | [EdvammFilho | ID: 262962267] → Usuário iniciou com /inicio | Etapa: inicio
2025-08-04 02:08:10 | INFO | [EdvammFilho | ID: 262962267] → Clicou em botão: iniciar_trilha | Etapa: inicio
2025-08-04 02:08:12 | INFO | [EdvammFilho | ID: 262962267] → Enviada introdução da jornada | Etapa: etapa1
2025-08-04 02:08:13 | INFO | [sem_username | ID: N/A] → Enviou pergunta de conhecimento #1: ⏳ Há quanto tempo você conhece criptomoedas? | Etapa: etapa1
2025-08-04 02:08:21 | INFO | [sem_username | ID: N/A] → Respondeu conhecimento #1: Menos de 6 meses | Etapa: etapa1
2025-08-04 02:08:21 | INFO | [sem_username | ID: N/A] → Enviou pergunta de conhecimento #2: 🏦 Em quais exchanges você já criou conta? | Etapa: etapa1
2025-08-04 02:08:30 | INFO | [sem_username | ID: N/A] → Respondeu conhecimento #2: Nenhuma | Etapa: etapa1
2025-08-04 02:08:31 | INFO | [sem_username | ID: N/A] → Enviou pergunta de conhecimento #3: 📈 Já realizou algum tipo de trade ou compra/venda? | Etapa: etapa1
2025-08-04 02:08:37 | INFO | [sem_username | ID: N/A] → Respondeu conhecimento #3: Nunca | Etapa: etapa1
2025-08-04 02:08:39 | INFO | [sem_username | ID: N/A] → Respondeu conhecimento #3: Nunca | Etapa: etapa1
2025-08-04 02:23:57 | INFO | [EdvammFilho | ID: 262962267] → Usuário iniciou com /inicio | Etapa: inicio
2025-08-04 02:24:00 | INFO | [EdvammFilho | ID: 262962267] → Clicou em botão: iniciar_trilha | Etapa: inicio
2025-08-04 02:24:02 | INFO | [EdvammFilho | ID: 262962267] → Enviada introdução da jornada | Etapa: etapa1
2025-08-04 02:24:03 | INFO | [sem_username | ID: N/A] → Enviou pergunta de conhecimento #1: ⏳ Há quanto tempo você conhece criptomoedas? | Etapa: etapa1
2025-08-04 02:24:05 | INFO | [sem_username | ID: N/A] → Respondeu conhecimento #1: Menos de 6 meses | Etapa: etapa1
2025-08-04 02:24:05 | INFO | [sem_username | ID: N/A] → Enviou pergunta de conhecimento #2: 🏦 Em quais exchanges você já criou conta? | Etapa: etapa1
2025-08-04 02:24:10 | INFO | [sem_username | ID: N/A] → Respondeu conhecimento #2: Nenhuma | Etapa: etapa1
2025-08-04 02:24:10 | INFO | [sem_username | ID: N/A] → Enviou pergunta de conhecimento #3: 📈 Já realizou algum tipo de trade ou compra/venda? | Etapa: etapa1
2025-08-04 02:24:12 | INFO | [sem_username | ID: N/A] → Respondeu conhecimento #3: Nunca | Etapa: etapa1
2025-08-04 02:24:17 | INFO | [sem_username | ID: N/A] → Respondeu conhecimento #3: Nunca | Etapa: etapa1
2025-08-04 02:24:18 | INFO | [sem_username | ID: N/A] → Respondeu conhecimento #3: Já comprei para hold | Etapa: etapa1
2025-08-04 02:24:19 | INFO | [sem_username | ID: N/A] → Respondeu conhecimento #3: Sim, faço trading | Etapa: etapa1
2025-08-04 02:31:05 | INFO | [EdvammFilho | ID: 262962267] → Usuário iniciou com /inicio | Etapa: inicio
2025-08-04 02:31:09 | INFO | [EdvammFilho | ID: 262962267] → Clicou em botão: iniciar_trilha | Etapa: inicio
2025-08-04 02:31:11 | INFO | [EdvammFilho | ID: 262962267] → Enviada introdução da jornada | Etapa: etapa1
2025-08-04 02:33:32 | INFO | [EdvammFilho | ID: 262962267] → Usuário iniciou com /inicio | Etapa: inicio
2025-08-04 02:33:35 | INFO | [EdvammFilho | ID: 262962267] → Clicou em botão: iniciar_trilha | Etapa: inicio
2025-08-04 02:33:37 | INFO | [EdvammFilho | ID: 262962267] → Enviada introdução da jornada | Etapa: etapa1
2025-08-04 02:33:37 | INFO | [sem_username | ID: N/A] → Enviou pergunta de conhecimento #1: ⏳ Há quanto tempo você conhece criptomoedas? | Etapa: etapa1
2025-08-04 02:33:39 | INFO | [sem_username | ID: N/A] → Respondeu conhecimento #1: Menos de 6 meses | Etapa: etapa1
2025-08-04 02:33:39 | INFO | [sem_username | ID: N/A] → Enviou pergunta de conhecimento #2: 🏦 Em quais exchanges você já criou conta? | Etapa: etapa1
2025-08-04 02:33:40 | INFO | [sem_username | ID: N/A] → Respondeu conhecimento #2: Nenhuma | Etapa: etapa1
2025-08-04 02:33:41 | INFO | [sem_username | ID: N/A] → Enviou pergunta de conhecimento #3: 📈 Já realizou algum tipo de trade ou compra/venda? | Etapa: etapa1
2025-08-04 02:33:42 | INFO | [sem_username | ID: N/A] → Respondeu conhecimento #3: Nunca | Etapa: etapa1
2025-08-04 02:33:45 | INFO | [sem_username | ID: N/A] → Respondeu conhecimento #3: Já comprei para hold | Etapa: etapa1
2025-08-04 02:37:30 | INFO | [EdvammFilho | ID: 262962267] → Usuário iniciou com /inicio | Etapa: inicio
2025-08-04 02:37:32 | INFO | [EdvammFilho | ID: 262962267] → Clicou em botão: iniciar_trilha | Etapa: inicio
2025-08-04 02:37:35 | INFO | [EdvammFilho | ID: 262962267] → Enviada introdução da jornada | Etapa: etapa1
2025-08-04 02:37:35 | INFO | [sem_username | ID: N/A] → Enviou pergunta de conhecimento #1: ⏳ Há quanto tempo você conhece criptomoedas? | Etapa: etapa1
2025-08-04 02:37:37 | INFO | [sem_username | ID: N/A] → Respondeu conhecimento #1: Menos de 6 meses | Etapa: etapa1
2025-08-04 02:37:37 | INFO | [sem_username | ID: N/A] → Enviou pergunta de conhecimento #2: 🏦 Em quais exchanges você já criou conta? | Etapa: etapa1
2025-08-04 02:37:39 | INFO | [sem_username | ID: N/A] → Respondeu conhecimento #2: Nenhuma | Etapa: etapa1
2025-08-04 02:37:39 | INFO | [sem_username | ID: N/A] → Enviou pergunta de conhecimento #3: 📈 Já realizou algum tipo de trade ou compra/venda? | Etapa: etapa1
2025-08-04 02:37:40 | INFO | [sem_username | ID: N/A] → Respondeu conhecimento #3: Nunca | Etapa: etapa1
2025-08-04 02:37:41 | INFO | [sem_username | ID: N/A] → Enviou pergunta de risco #1: 💸 Você está disposto a perder quanto do valor investido? | Etapa: etapa1
2025-08-04 02:41:48 | INFO | [EdvammFilho | ID: 262962267] → Usuário iniciou com /inicio | Etapa: inicio
2025-08-04 02:41:50 | INFO | [EdvammFilho | ID: 262962267] → Clicou em botão: iniciar_trilha | Etapa: inicio
2025-08-04 02:41:53 | INFO | [EdvammFilho | ID: 262962267] → Enviada introdução da jornada | Etapa: etapa1
2025-08-04 02:41:53 | INFO | [sem_username | ID: N/A] → Enviou pergunta de conhecimento #1: ⏳ Há quanto tempo você conhece criptomoedas? | Etapa: etapa1
2025-08-04 02:41:56 | INFO | [sem_username | ID: N/A] → Respondeu conhecimento #1: Mais de 2 anos | Etapa: etapa1
2025-08-04 02:41:56 | INFO | [sem_username | ID: N/A] → Enviou pergunta de conhecimento #2: 🏦 Em quais exchanges você já criou conta? | Etapa: etapa1
2025-08-04 02:42:00 | INFO | [sem_username | ID: N/A] → Respondeu conhecimento #2: Binance | Etapa: etapa1
2025-08-04 02:42:00 | INFO | [sem_username | ID: N/A] → Enviou pergunta de conhecimento #3: 📈 Já realizou algum tipo de trade ou compra/venda? | Etapa: etapa1
2025-08-04 02:42:03 | INFO | [sem_username | ID: N/A] → Respondeu conhecimento #3: Sim, faço trading | Etapa: etapa1
2025-08-04 02:42:04 | INFO | [sem_username | ID: N/A] → Enviou pergunta de risco #1: 💸 Você está disposto a perder quanto do valor investido? | Etapa: etapa1
2025-08-04 02:42:11 | INFO | [sem_username | ID: N/A] → Respondeu risco #1: Até 10% | Etapa: etapa1
2025-08-04 02:42:11 | INFO | [sem_username | ID: N/A] → Enviou pergunta de risco #2: 🛑 Você sabe para que serve um stop-loss? | Etapa: etapa1
2025-08-04 02:42:15 | INFO | [sem_username | ID: N/A] → Respondeu risco #2: Nunca ouvi falar | Etapa: etapa1
2025-08-04 02:42:16 | INFO | [sem_username | ID: N/A] → Enviou pergunta de risco #3: 📉 Se uma posição cair 50%, o que você faz? | Etapa: etapa1
2025-08-04 02:42:21 | INFO | [sem_username | ID: N/A] → Respondeu risco #3: Fecho imediatamente | Etapa: etapa1
2025-08-04 02:42:21 | INFO | [sem_username | ID: N/A] → Perfil de risco inferido: Conservador | Etapa: etapa1
